trial,s1,s2,s3,i1,i2,i3
22,15,30,60,imgs/s_15_r_2.png,imgs/s_30_r_2.png,imgs/s_60_r_2.png
23,25,20,15,imgs/s_25_r_2.png,imgs/s_20_r_2.png,imgs/s_15_r_2.png
24,15,30,40,imgs/s_15_r_2.png,imgs/s_30_r_2.png,imgs/s_40_r_2.png
25,5,25,40,imgs/s_5_r_2.png,imgs/s_25_r_2.png,imgs/s_40_r_2.png
26,50,40,5,imgs/s_50_r_2.png,imgs/s_40_r_2.png,imgs/s_5_r_2.png
27,25,50,60,imgs/s_25_r_2.png,imgs/s_50_r_2.png,imgs/s_60_r_2.png
28,5,10,20,imgs/s_5_r_2.png,imgs/s_10_r_2.png,imgs/s_20_r_2.png
29,5,25,30,imgs/s_5_r_2.png,imgs/s_25_r_2.png,imgs/s_30_r_2.png
30,15,25,40,imgs/s_15_r_2.png,imgs/s_25_r_2.png,imgs/s_40_r_2.png
31,30,15,5,imgs/s_30_r_2.png,imgs/s_15_r_2.png,imgs/s_5_r_2.png
32,40,30,10,imgs/s_40_r_2.png,imgs/s_30_r_2.png,imgs/s_10_r_2.png
33,60,30,10,imgs/s_60_r_2.png,imgs/s_30_r_2.png,imgs/s_10_r_2.png
34,60,15,5,imgs/s_60_r_2.png,imgs/s_15_r_2.png,imgs/s_5_r_2.png
35,5,25,60,imgs/s_5_r_2.png,imgs/s_25_r_2.png,imgs/s_60_r_2.png
36,40,30,5,imgs/s_40_r_2.png,imgs/s_30_r_2.png,imgs/s_5_r_2.png
37,50,30,20,imgs/s_50_r_2.png,imgs/s_30_r_2.png,imgs/s_20_r_2.png
38,60,50,10,imgs/s_60_r_2.png,imgs/s_50_r_2.png,imgs/s_10_r_2.png
39,15,50,60,imgs/s_15_r_2.png,imgs/s_50_r_2.png,imgs/s_60_r_2.png
40,60,20,15,imgs/s_60_r_2.png,imgs/s_20_r_2.png,imgs/s_15_r_2.png
41,10,20,50,imgs/s_10_r_2.png,imgs/s_20_r_2.png,imgs/s_50_r_2.png
42,50,25,15,imgs/s_50_r_2.png,imgs/s_25_r_2.png,imgs/s_15_r_2.png
43,5,20,50,imgs/s_5_r_2.png,imgs/s_20_r_2.png,imgs/s_50_r_2.png
44,20,25,40,imgs/s_20_r_2.png,imgs/s_25_r_2.png,imgs/s_40_r_2.png
45,5,15,20,imgs/s_5_r_2.png,imgs/s_15_r_2.png,imgs/s_20_r_2.png
46,20,25,60,imgs/s_20_r_2.png,imgs/s_25_r_2.png,imgs/s_60_r_2.png
47,60,30,5,imgs/s_60_r_2.png,imgs/s_30_r_2.png,imgs/s_5_r_2.png
48,40,20,15,imgs/s_40_r_2.png,imgs/s_20_r_2.png,imgs/s_15_r_2.png
49,60,10,5,imgs/s_60_r_2.png,imgs/s_10_r_2.png,imgs/s_5_r_2.png
50,20,25,50,imgs/s_20_r_2.png,imgs/s_25_r_2.png,imgs/s_50_r_2.png
51,50,30,5,imgs/s_50_r_2.png,imgs/s_30_r_2.png,imgs/s_5_r_2.png
52,60,40,15,imgs/s_60_r_2.png,imgs/s_40_r_2.png,imgs/s_15_r_2.png
53,10,20,40,imgs/s_10_r_2.png,imgs/s_20_r_2.png,imgs/s_40_r_2.png
54,50,40,15,imgs/s_50_r_2.png,imgs/s_40_r_2.png,imgs/s_15_r_2.png
55,30,20,15,imgs/s_30_r_2.png,imgs/s_20_r_2.png,imgs/s_15_r_2.png
56,20,40,50,imgs/s_20_r_2.png,imgs/s_40_r_2.png,imgs/s_50_r_2.png
57,5,10,25,imgs/s_5_r_2.png,imgs/s_10_r_2.png,imgs/s_25_r_2.png
58,60,40,20,imgs/s_60_r_2.png,imgs/s_40_r_2.png,imgs/s_20_r_2.png
59,60,50,5,imgs/s_60_r_2.png,imgs/s_50_r_2.png,imgs/s_5_r_2.png
60,20,30,40,imgs/s_20_r_2.png,imgs/s_30_r_2.png,imgs/s_40_r_2.png
61,40,15,5,imgs/s_40_r_2.png,imgs/s_15_r_2.png,imgs/s_5_r_2.png
62,40,20,5,imgs/s_40_r_2.png,imgs/s_20_r_2.png,imgs/s_5_r_2.png
63,10,15,20,imgs/s_10_r_2.png,imgs/s_15_r_2.png,imgs/s_20_r_2.png
64,5,20,25,imgs/s_5_r_2.png,imgs/s_20_r_2.png,imgs/s_25_r_2.png
65,50,40,10,imgs/s_50_r_2.png,imgs/s_40_r_2.png,imgs/s_10_r_2.png
66,50,15,10,imgs/s_50_r_2.png,imgs/s_15_r_2.png,imgs/s_10_r_2.png
67,5,20,30,imgs/s_5_r_2.png,imgs/s_20_r_2.png,imgs/s_30_r_2.png
68,10,25,30,imgs/s_10_r_2.png,imgs/s_25_r_2.png,imgs/s_30_r_2.png
69,60,40,30,imgs/s_60_r_2.png,imgs/s_40_r_2.png,imgs/s_30_r_2.png
70,60,40,10,imgs/s_60_r_2.png,imgs/s_40_r_2.png,imgs/s_10_r_2.png
71,10,15,30,imgs/s_10_r_2.png,imgs/s_15_r_2.png,imgs/s_30_r_2.png
72,25,15,5,imgs/s_25_r_2.png,imgs/s_15_r_2.png,imgs/s_5_r_2.png
73,10,15,40,imgs/s_10_r_2.png,imgs/s_15_r_2.png,imgs/s_40_r_2.png
74,15,30,50,imgs/s_15_r_2.png,imgs/s_30_r_2.png,imgs/s_50_r_2.png
75,25,20,10,imgs/s_25_r_2.png,imgs/s_20_r_2.png,imgs/s_10_r_2.png
76,60,50,40,imgs/s_60_r_2.png,imgs/s_50_r_2.png,imgs/s_40_r_2.png
77,60,50,20,imgs/s_60_r_2.png,imgs/s_50_r_2.png,imgs/s_20_r_2.png
78,30,20,10,imgs/s_30_r_2.png,imgs/s_20_r_2.png,imgs/s_10_r_2.png
79,5,40,60,imgs/s_5_r_2.png,imgs/s_40_r_2.png,imgs/s_60_r_2.png
80,60,20,10,imgs/s_60_r_2.png,imgs/s_20_r_2.png,imgs/s_10_r_2.png
81,25,30,40,imgs/s_25_r_2.png,imgs/s_30_r_2.png,imgs/s_40_r_2.png
82,15,25,30,imgs/s_15_r_2.png,imgs/s_25_r_2.png,imgs/s_30_r_2.png
83,60,20,5,imgs/s_60_r_2.png,imgs/s_20_r_2.png,imgs/s_5_r_2.png
